Número,Título,Temas Relacionados,Textos Relacionados,Link do Vídeo,Texto Base,Categoria,Subcategoria,Autor da Letra,Autor da Música
56,Nossa Inspiração,Graça e Salvação | Oração e Comunhão | Palavra de Deus e Lei | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=5-PCVhz6uzg,Salmo 119:140,A Doutrina de Deus,As Escrituras Sagradas,Samuel Gravino Júnior,Samuel Gravino Júnior
57,A Palavra do Senhor,"Oração e Comunhão | Palavra de Deus e Lei | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=86bzYwgHtG4,Hebreus 4:12,A Doutrina de Deus,As Escrituras Sagradas,Wendel Mattos,Wendel Mattos
58,O Pão da Vida,Adoração e Louvor | Graça e Salvação | Lar e Família | Palavra de Deus e Lei,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=uNq843-YAvo,João 6:51,A Doutrina de Deus,As Escrituras Sagradas,Mary A. Lathbury,William F. Sherwin
59,Por Belezas Naturais,"Adoração e Louvor | Espírito Santo | Graça e Salvação | Igreja e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | João 14:16-17; Atos 2:1-4 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=ogxYKQWtuCo,Salmo 107:1-3,A Doutrina do Ser Humano,A Criação,Folliott S. Pierpoint,Conrad Kocher
60,Ao Deus de Abraão Louvai,Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Lar e Família,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=2khAUPUJ5VM,"Êxodo 3:14, 15",A Doutrina do Ser Humano,A Criação,Thomas Olivers,Melodia Tradicional Judaica
61,"Vós, Criaturas do Senhor",Adoração e Louvor | Crianças e Jovens | Espírito Santo | Graça e Salvação | Lar e Família | Sábado e Criação,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | João 14:16-17; Atos 2:1-4 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=EUHb7-depCY,Salmo 148,A Doutrina do Ser Humano,A Criação,Francisco de Assis,GEISTLICHE KIRCHENGESÄNGE
62,Quão Grande És Tu,Adoração e Louvor | Crianças e Jovens | Lar e Família | Sacrifício e Redenção,Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=gwi_gzBwl98,Salmo 8,A Doutrina do Ser Humano,A Criação,"Carl Boberg, Stuart K. Hine",Melodia Tradicional Sueca
63,O Mundo é de Meu Deus,Sacrifício e Redenção | Sábado e Criação,Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=xopoI-il52Y,Salmo 24:1,A Doutrina do Ser Humano,A Criação,Maltbie D. Babcock,Franklin L. Sheppard
64,Vaso Novo,Graça e Salvação | Palavra de Deus e Lei,Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=Dh24lTXOorc,Jeremias 18:3-6,A Doutrina do Ser Humano,A Natureza da Humanidade,Nilton Tuller,Nilton Tuller
65,Das Mãos do Criador,"Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Lar e Família | Oração e Comunhão | Palavra de Deus e Lei | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=38nr_ig4oYk,Salmo 119:14,A Doutrina do Ser Humano,A Natureza da Humanidade,Jader D. Santos,Jader D. Santos
66,Não Há Outro Igual a Você,Espírito Santo | Lar e Família,Josué 24:15; Efésios 6:1-4 | João 14:16-17; Atos 2:1-4,https://www.youtube.com/watch?v=1XYJWYHuZdg,Gênesis 1:27,A Doutrina do Ser Humano,A Natureza da Humanidade,Flo Price,Flo Price
67,Restaura em Mim,Espírito Santo | Lar e Família,Josué 24:15; Efésios 6:1-4 | João 14:16-17; Atos 2:1-4,https://www.youtube.com/watch?v=IN0WMRcnYq4,Gênesis 2:7,A Doutrina do Ser Humano,A Natureza da Humanidade,Sullivan Dutra,Sullivan Dutra
68,Restaura,"Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=98rSocNlrtw,Salmo 80:3,A Doutrina do Ser Humano,A Natureza da Humanidade,Antônio Carlos S. Moura Jr.,Antônio Carlos S. Moura Jr.
69,"Obrigado, Bom Pai",Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Palavra de Deus e Lei | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=4XkYx2_xuPA,Salmo 8:3-8,A Doutrina do Ser Humano,A Natureza da Humanidade,"Regina Mota, Rize L. Matheus",Rize L. Matheus
70,A Real Bandeira,Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6,https://www.youtube.com/watch?v=vs4fs-zc66M,Salmo 20:5,A Doutrina da Salvação,O Grande Conflito,Daniel W. Whittle,James McGranahan
71,Vitória em Cristo,"Adoração e Louvor | Lar e Família | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=wQFi-aVjuo0,1 Coríntios 15:57,A Doutrina da Salvação,O Grande Conflito,Eugene M. Bartlett,Eugene M. Bartlett
72,Firme nas Promessas,"Adoração e Louvor | Graça e Salvação | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=0QqmaJAVCss,"2 Pedro 1:3, 4",A Doutrina da Salvação,O Grande Conflito,Russell K. Carter,Russell K. Carter
73,Castelo Forte,"Lar e Família | Oração e Comunhão | Palavra de Deus e Lei | Paz, Cuidado e Confiança | Sábado e Criação",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 23:1-4; João 14:27; Salmos 46:1 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=r130BsOP1Cs,Salmo 46:1,A Doutrina da Salvação,O Grande Conflito,Martinho Lutero,Martinho Lutero
74,Grande Comandante,Lar e Família,Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=pDF_yaObO8M,Josué 1:9,A Doutrina da Salvação,O Grande Conflito,Carrie Ellis Breck,Grant C. Tullar
75,Fé é a Vitória,"Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=1k3ayNZz8jQ,1 João 5:4,A Doutrina da Salvação,O Grande Conflito,John H. Yates,Ira D. Sankey
76,Vencedor Cada Dia,Graça e Salvação | Lar e Família | Missão e Serviço | Oração e Comunhão | Palavra de Deus e Lei | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=-0M7gBeQI78,Romanos 8:37-39,A Doutrina da Salvação,O Grande Conflito,Evaldo Vicente,Evaldo Vicente
77,"Ó Cristãos, Avante!","Adoração e Louvor | Igreja e Comunhão | Lar e Família | Paz, Cuidado e Confiança | Sacrifício e Redenção",Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=3-mP_nKu8yQ,Efésios 6:10-12,A Doutrina da Salvação,O Grande Conflito,Sabine Baring-Gould,Arthur S. Sullivan
78,Um Vencedor,"Graça e Salvação | Missão e Serviço | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=JzD8Fe1ICcw,1 João 5:4,A Doutrina da Salvação,O Grande Conflito,Jader D. Santos,Jader D. Santos
79,Noite de Paz,"Adoração e Louvor | Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=EbHIw7hpduI,Lucas 2:8-11,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Joseph Mohr,Franz Xaver Gruber
80,Soou em Meio à Noite Azul,"Adoração e Louvor | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=j_LfpCFhM1o,"Lucas 2:13, 14",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Edmund Hamilton Sears,Richard Storrs Willis
81,Surgem Anjos Proclamando,"Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=kkHG9hyVZFI,Lucas 2:13 e 14,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Desconhecido,Melodia Tradicional Francesa
82,Num Berço de Palha,"Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=RDNxaHfPnLE,Lucas 2:15 e 16,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",LITTLE CHILDRENS BOOK,James Ramsey Murray
83,Canção da Manjedoura,"Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=j3eoiJdeg9k,Lucas 2:12,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo","Desconhecido, John T. McFarland",William J. Kirkpatrick
84,"Ó Vinde, Adoremos",Adoração e Louvor,Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=eNDUTp27XrI,Mateus 2:11,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Hino Latino,CANTUS DIVERSI
85,Estrela de Luz,"Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=C3cAaEQRlSg,"Mateus 2:1, 2",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Franklin E. Belden,Franklin E. Belden
86,Nasce Jesus,"Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=G4KswVUWNM8,Lucas 2:14,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Robert Hawkey Moreton,Robert Lowry
87,"Belém, Bendita És","Adoração e Louvor | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=GVg5Enb5OU4,Miqueias 5:2,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Phillips Brooks,Lewis Henry Redner
88,Cristo Nasceu,Adoração e Louvor | Graça e Salvação | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=HXHaY7MkNoI,"Lucas 2:6, 7",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Isaac Watts,Georg F. Händel
89,"Natal, Feliz Natal!","Graça e Salvação | Lar e Família | Missão e Serviço | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=02SEzuF8Yeg,Mateus 2:9-11,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Melodia Tradicional Inglesa,Melodia Tradicional Inglesa
90,Glória ao Rei que Vos Nasceu,"Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=UiF50HoVxmQ,"Lucas 2:13, 14",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Charles Wesley,Felix Mendelssohn-Bartholdy
91,Ó Noite Santa!,"Adoração e Louvor | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=manYe2ql8Kg,"Lucas 2:8, 9",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Placide Cappeau,Adolphe-Charles Adam
92,Onde Estavam?,"Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=neN3QmMPIf4,Lucas 2:8-11,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Jader D. Santos,Jader D. Santos
93,Nasceu o Salvador,"Crianças e Jovens | Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=Lp2_WQaM8KQ,"Lucas 2:6, 7",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Sullivan Dutra,Sullivan Dutra
94,Vestido em Linho,Adoração e Louvor | Graça e Salvação | Lar e Família | Sacrifício e Redenção,Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=jgwICRa17Ts,Salmo 45:8,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Henry Barraclough,Henry Barraclough
95,Amor Que Por Amor Desceste,"Graça e Salvação | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=Pwa7fRMbURU,Jeremias 31:3,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",George Matheson,Albert Lister Peace
96,Foi Amor,"Crianças e Jovens | Graça e Salvação | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 19:14; Provérbios 22:6 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=qJXgvVGefyc,João 15:13,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",John E. Walvoord,Donald J. Wyrtzen
97,Por Que Me Amou Assim?,Graça e Salvação | Sacrifício e Redenção,Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22,https://www.youtube.com/watch?v=KXB43Rs8SyU,"Hebreus 12:2, 3",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Robert Harkness,Robert Harkness
98,Conta-me a História de Cristo,"Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=pcShGyOHlig,"Isaías 53:4, 5",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Fanny J. Crosby,John R. Sweney
99,Conta-me a Velha História,"Adoração e Louvor | Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=nkGGdNovUXg,João 3:16,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Arabella Katherine Hankey,William H. Doane
100,A Doce História,"Adoração e Louvor | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=LgbciTZ1VwM,Isaías 53:5,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Arabella Katherine Hankey,William Gustavus Fischer
101,Seu Maravilhoso Olhar,"Graça e Salvação | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=yey65PRKnwY,"Lucas 22:61, 62",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",John W. Peterson,John W. Peterson
102,"Ó Vem, Emanuel!","Igreja e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Salmos 133:1; Hebreus 10:25 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=xXSfV9DBfuU,Mateus 1:23,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Hino Latino,Melodia Gregoriana
103,Rude Cruz,Adoração e Louvor | Lar e Família | Missão e Serviço | Sacrifício e Redenção,Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=uARK7ATNd94,Gálatas 6:14,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",George Bennard,George Bennard
104,Na Senda do Calvário,"Adoração e Louvor | Missão e Serviço | Paz, Cuidado e Confiança | Sacrifício e Redenção",Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=6dOjCNKG3H8,"Mateus 16:24, 25",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Ira F. Stanphill,Ira F. Stanphill
105,"Oh, Fronte Ensanguentada!","Graça e Salvação | Oração e Comunhão | Palavra de Deus e Lei | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=HRIFTOPGfQo,"Mateus 27:29, 30",A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Poema Latino Medieval,Hans Leo Hassler
106,Cristo no Horto,Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=PjPkdT0RdVg,Lucas 22:39-44,A Doutrina da Salvação,"Vida, Morte e Ressurreição de Cristo",Sidney Clopton Lanier,Peter Christian Lutkin
